iso_code,year,attr,wb
AFW,1977,area,9045780.0
AFW,1978,area,9045780.0
AFW,1979,area,9045780.0
AFW,1980,area,9045780.0
AFW,1981,area,9045780.0
AFW,1982,area,9045780.0
AFW,1983,area,9045780.0
AFW,1984,area,9045780.0
AFW,1985,area,9045780.0
AFW,1986,area,9045780.0
AFW,1987,area,9045780.0
AFW,1988,area,9045780.0
AFW,1989,area,9045780.0
AFW,1990,area,9045780.0
AFW,1991,area,9045780.0
AFW,1992,area,9045780.0
AFW,1993,area,9045780.0
AFW,1994,area,9045780.0
AFW,1995,area,9045780.0
AFW,1996,area,9045780.0
AFW,1997,area,9045780.0
AFW,1998,area,9045780.0
AFW,1999,area,9045780.0
AFW,2000,area,9045780.0
AFW,2001,area,9045780.0
AFW,2002,area,9045780.0
AFW,2003,area,9045780.0
AFW,2004,area,9045780.0
AFW,2005,area,9045780.0
AFW,2006,area,9045780.0
AFW,2007,area,9045780.0
AFW,2008,area,9045780.0
AFW,2009,area,9045780.0
AFW,2010,area,9045780.0
AFW,2011,area,9045780.0
AFW,2012,area,9045780.0
AFW,2013,area,9045780.0
AFW,2014,area,9045780.0
AFW,2015,area,9045780.0
AFW,2016,area,9045780.0
AFW,2017,area,9045780.0
AFW,2018,area,9045780.0
AFW,2019,area,9045780.0
AFW,2020,area,9045780.0
AFW,2021,area,9045780.0
ARB,1961,area,13716804.271
ARB,1962,area,13716804.271
ARB,1963,area,13716804.271
ARB,1964,area,13716804.271
ARB,1965,area,13716804.271
ARB,1966,area,13716804.271
ARB,1967,area,13716804.271
ARB,1968,area,13716804.271
ARB,1969,area,13716804.271
ARB,1970,area,13716804.271
ARB,1971,area,13716804.271
ARB,1972,area,13716804.271
ARB,1973,area,13716764.271
ARB,1974,area,13716764.271
ARB,1975,area,13716764.271
ARB,1976,area,13716764.271
ARB,1977,area,13716764.271
ARB,1978,area,13716764.271
ARB,1979,area,13716764.271
ARB,1980,area,13716764.271
ARB,1981,area,13716764.271
ARB,1982,area,13716764.271
ARB,1983,area,13716764.271
ARB,1984,area,13716764.271
ARB,1985,area,13716764.271
ARB,1986,area,13716764.271
ARB,1987,area,13716764.271
ARB,1988,area,13716764.271
ARB,1989,area,13716764.271
ARB,1990,area,13716764.271
ARB,1991,area,13716764.271
ARB,1992,area,13716784.271
ARB,1993,area,13716784.271
ARB,1994,area,13716784.271
ARB,1995,area,13716784.271
ARB,1996,area,13716784.271
ARB,1997,area,13716784.271
ARB,1998,area,13716784.271
ARB,1999,area,13716784.271
ARB,2000,area,13716784.271
ARB,2001,area,13716784.271
ARB,2002,area,13716784.271
ARB,2003,area,13716604.271
ARB,2004,area,13716594.271
ARB,2005,area,13716604.271
ARB,2006,area,13716664.271
ARB,2007,area,13716684.271
ARB,2008,area,13716694.271
ARB,2009,area,13714184.271
ARB,2010,area,13714176.271
ARB,2011,area,13082202.861
ARB,2012,area,13082210.89
ARB,2013,area,13082017.197
ARB,2014,area,13081869.416
ARB,2015,area,13081879.206
ARB,2016,area,13081769.201
ARB,2017,area,13081768.953
ARB,2018,area,13081763.715
ARB,2019,area,13081763.715
ARB,2020,area,13081763.715
ARB,2021,area,13081763.715
CSS,1961,area,404800.0
CSS,1962,area,404800.0
CSS,1963,area,404800.0
CSS,1964,area,404800.0
CSS,1965,area,404800.0
CSS,1966,area,404800.0
CSS,1967,area,404800.0
CSS,1968,area,404800.0
CSS,1969,area,404800.0
CSS,1970,area,404800.0
CSS,1971,area,404800.0
CSS,1972,area,404800.0
CSS,1973,area,404800.0
CSS,1974,area,404800.0
CSS,1975,area,404940.0
CSS,1976,area,404940.0
CSS,1977,area,404940.0
CSS,1978,area,404940.0
CSS,1979,area,404940.0
CSS,1980,area,404850.0
CSS,1981,area,404850.0
CSS,1982,area,404850.0
CSS,1983,area,404850.0
CSS,1984,area,404850.0
CSS,1985,area,404850.0
CSS,1986,area,404850.0
CSS,1987,area,404850.0
CSS,1988,area,404850.0
CSS,1989,area,404850.0
CSS,1990,area,404850.0
CSS,1991,area,404850.0
CSS,1992,area,404850.0
CSS,1993,area,404850.0
CSS,1994,area,404850.0
CSS,1995,area,404850.0
CSS,1996,area,404850.0
CSS,1997,area,404850.0
CSS,1998,area,404850.0
CSS,1999,area,404850.0
CSS,2000,area,404850.0
CSS,2001,area,404850.0
CSS,2002,area,404850.0
CSS,2003,area,404850.0
CSS,2004,area,404850.0
CSS,2005,area,404850.0
CSS,2006,area,404850.0
CSS,2007,area,404850.0
CSS,2008,area,404850.0
CSS,2009,area,404850.0
CSS,2010,area,404850.0
CSS,2011,area,404850.0
CSS,2012,area,404850.0
CSS,2013,area,404850.0
CSS,2014,area,404850.0
CSS,2015,area,404850.0
CSS,2016,area,404850.0
CSS,2017,area,404850.0
CSS,2018,area,404850.0
CSS,2019,area,404850.0
CSS,2020,area,404850.0
CSS,2021,area,404850.0
CEB,1961,area,1105986.0
CEB,1962,area,1105966.0
CEB,1963,area,1105976.0
CEB,1964,area,1105976.0
CEB,1965,area,1105966.0
CEB,1966,area,1105956.0
CEB,1967,area,1105946.0
CEB,1968,area,1105936.0
CEB,1969,area,1105936.0
CEB,1970,area,1105926.0
CEB,1971,area,1105916.0
CEB,1972,area,1105916.0
CEB,1973,area,1105916.0
CEB,1974,area,1105916.0
CEB,1975,area,1105916.0
CEB,1976,area,1105896.0
CEB,1977,area,1105906.0
CEB,1978,area,1105916.0
CEB,1979,area,1105866.0
CEB,1980,area,1105856.0
CEB,1981,area,1105846.0
CEB,1982,area,1105836.0
CEB,1983,area,1105826.0
CEB,1984,area,1105826.0
CEB,1985,area,1105826.0
CEB,1986,area,1105826.0
CEB,1987,area,1105826.0
CEB,1988,area,1105816.0
CEB,1989,area,1104826.0
CEB,1990,area,1104826.0
CEB,1991,area,1104936.0
CEB,1992,area,1104936.0
CEB,1993,area,1104926.0
CEB,1994,area,1104976.0
CEB,1995,area,1104956.0
CEB,1996,area,1105056.0
CEB,1997,area,1105006.0
CEB,1998,area,1104996.0
CEB,1999,area,1105006.0
CEB,2000,area,1104936.0
CEB,2001,area,1104936.0
CEB,2002,area,1103266.0
CEB,2003,area,1103276.0
CEB,2004,area,1103436.0
CEB,2005,area,1103286.0
CEB,2006,area,1103256.0
CEB,2007,area,1103146.0
CEB,2008,area,1103137.2
CEB,2009,area,1104120.8
CEB,2010,area,1104162.2
CEB,2011,area,1104188.0
CEB,2012,area,1103997.7
CEB,2013,area,1105073.0
CEB,2014,area,1106380.0
CEB,2015,area,1106364.6
CEB,2016,area,1106354.0
CEB,2017,area,1106329.1
CEB,2018,area,1106266.4
CEB,2019,area,1106266.4
CEB,2020,area,1106266.4
CEB,2021,area,1106266.4
EAR,1961,area,33246133.0
EAR,1962,area,33246133.0
EAR,1963,area,33246133.0
EAR,1964,area,33246133.0
EAR,1965,area,33246133.0
EAR,1966,area,33246133.0
EAR,1967,area,33246133.0
EAR,1968,area,33246133.0
EAR,1969,area,33246133.0
EAR,1970,area,33246133.0
EAR,1971,area,33246133.0
EAR,1972,area,33246133.0
EAR,1973,area,33246103.0
EAR,1974,area,33246063.0
EAR,1975,area,33246043.0
EAR,1976,area,33245913.0
EAR,1977,area,33245913.0
EAR,1978,area,33245913.0
EAR,1979,area,33245913.0
EAR,1980,area,33245913.0
EAR,1981,area,33245913.0
EAR,1982,area,33245913.0
EAR,1983,area,33245913.0
EAR,1984,area,33245913.0
EAR,1985,area,33245913.0
EAR,1986,area,33245913.0
EAR,1987,area,33245913.0
EAR,1988,area,33245913.0
EAR,1989,area,33245913.0
EAR,1990,area,33245913.0
EAR,1991,area,33246613.0
EAR,1992,area,33246633.0
EAR,1993,area,33145633.0
EAR,1994,area,33138710.0
EAR,1995,area,33138710.0
EAR,1996,area,33138710.0
EAR,1997,area,33138710.0
EAR,1998,area,33110230.0
EAR,1999,area,33110230.0
EAR,2000,area,33110580.0
EAR,2001,area,33110580.0
EAR,2002,area,33110580.0
EAR,2003,area,33110400.0
EAR,2004,area,33237851.328
EAR,2005,area,33237854.777
EAR,2006,area,33238021.344
EAR,2007,area,33238064.296
EAR,2008,area,33237849.056
EAR,2009,area,33238377.983
EAR,2010,area,33238312.379
EAR,2011,area,33238302.088
EAR,2012,area,33238166.376
EAR,2013,area,33238099.38
EAR,2014,area,33236719.045
EAR,2015,area,33251969.914
EAR,2016,area,33317975.039
EAR,2017,area,33317660.999
EAR,2018,area,33317702.39
EAR,2019,area,33317702.39
EAR,2020,area,33317702.39
EAR,2021,area,33317702.39
EAS,1961,area,24438720.0
EAS,1962,area,24438720.0
EAS,1963,area,24438720.0
EAS,1964,area,24438720.0
EAS,1965,area,24438720.0
EAS,1966,area,24438720.0
EAS,1967,area,24438720.0
EAS,1968,area,24438720.0
EAS,1969,area,24438720.0
EAS,1970,area,24438720.0
EAS,1971,area,24438720.0
EAS,1972,area,24438620.0
EAS,1973,area,24438590.0
EAS,1974,area,24438550.0
EAS,1975,area,24438410.0
EAS,1976,area,24438410.0
EAS,1977,area,24438290.0
EAS,1978,area,24438290.0
EAS,1979,area,24438290.0
EAS,1980,area,24438190.0
EAS,1981,area,24438290.0
EAS,1982,area,24438070.0
EAS,1983,area,24438070.0
EAS,1984,area,24436570.0
EAS,1985,area,24436470.0
EAS,1986,area,24436570.0
EAS,1987,area,24436470.0
EAS,1988,area,24436470.0
EAS,1989,area,24436470.0
EAS,1990,area,24436470.0
EAS,1991,area,24438270.0
EAS,1992,area,24438270.0
EAS,1993,area,24438270.0
EAS,1994,area,24438270.0
EAS,1995,area,24438380.0
EAS,1996,area,24438270.0
EAS,1997,area,24438270.0
EAS,1998,area,24438270.0
EAS,1999,area,24438270.0
EAS,2000,area,24423830.0
EAS,2001,area,24424146.2
EAS,2002,area,24423662.2
EAS,2003,area,24423203.7
EAS,2004,area,24423107.5
EAS,2005,area,24423076.8
EAS,2006,area,24423222.6
EAS,2007,area,24423314.2
EAS,2008,area,24423179.2
EAS,2009,area,24423240.0
EAS,2010,area,24423342.4
EAS,2011,area,24423364.8
EAS,2012,area,24423346.8
EAS,2013,area,24423394.6
EAS,2014,area,24423400.6
EAS,2015,area,24427111.2
EAS,2016,area,24502823.4
EAS,2017,area,24502555.0
EAS,2018,area,24502428.8
EAS,2019,area,24502428.8
EAS,2020,area,24502428.8
EAS,2021,area,24502428.8
EAP,1961,area,15965060.0
EAP,1962,area,15965060.0
EAP,1963,area,15965060.0
EAP,1964,area,15965060.0
EAP,1965,area,15965060.0
EAP,1966,area,15965060.0
EAP,1967,area,15965060.0
EAP,1968,area,15965060.0
EAP,1969,area,15965060.0
EAP,1970,area,15965060.0
EAP,1971,area,15965060.0
EAP,1972,area,15965060.0
EAP,1973,area,15965030.0
EAP,1974,area,15964990.0
EAP,1975,area,15964960.0
EAP,1976,area,15964960.0
EAP,1977,area,15964950.0
EAP,1978,area,15964950.0
EAP,1979,area,15964950.0
EAP,1980,area,15964950.0
EAP,1981,area,15964950.0
EAP,1982,area,15964940.0
EAP,1983,area,15964940.0
EAP,1984,area,15964940.0
EAP,1985,area,15964940.0
EAP,1986,area,15964940.0
EAP,1987,area,15964940.0
EAP,1988,area,15964940.0
EAP,1989,area,15964940.0
EAP,1990,area,15964940.0
EAP,1991,area,15965820.0
EAP,1992,area,15965820.0
EAP,1993,area,15965820.0
EAP,1994,area,15965820.0
EAP,1995,area,15965870.0
EAP,1996,area,15965860.0
EAP,1997,area,15965860.0
EAP,1998,area,15965860.0
EAP,1999,area,15965860.0
EAP,2000,area,15951420.0
EAP,2001,area,15951450.2
EAP,2002,area,15950910.2
EAP,2003,area,15950429.7
EAP,2004,area,15950310.5
EAP,2005,area,15950249.8
EAP,2006,area,15950360.0
EAP,2007,area,15950410.0
EAP,2008,area,15950200.0
EAP,2009,area,15950190.5
EAP,2010,area,15950150.7
EAP,2011,area,15950180.9
EAP,2012,area,15950040.9
EAP,2013,area,15949971.3
EAP,2014,area,15949971.3
EAP,2015,area,15953666.8
EAP,2016,area,16019614.9
EAP,2017,area,16019325.2
EAP,2018,area,16019326.9
EAP,2019,area,16019326.9
EAP,2020,area,16019326.9
EAP,2021,area,16019326.9
TEA,1961,area,15844470.0
TEA,1962,area,15844470.0
TEA,1963,area,15844470.0
TEA,1964,area,15844470.0
TEA,1965,area,15844470.0
TEA,1966,area,15844470.0
TEA,1967,area,15844470.0
TEA,1968,area,15844470.0
TEA,1969,area,15844470.0
TEA,1970,area,15844470.0
TEA,1971,area,15844470.0
TEA,1972,area,15844470.0
TEA,1973,area,15844440.0
TEA,1974,area,15844400.0
TEA,1975,area,15844370.0
TEA,1976,area,15844370.0
TEA,1977,area,15844360.0
TEA,1978,area,15844360.0
TEA,1979,area,15844360.0
TEA,1980,area,15844360.0
TEA,1981,area,15844360.0
TEA,1982,area,15844350.0
TEA,1983,area,15844350.0
TEA,1984,area,15844350.0
TEA,1985,area,15844350.0
TEA,1986,area,15844350.0
TEA,1987,area,15844350.0
TEA,1988,area,15844350.0
TEA,1989,area,15844350.0
TEA,1990,area,15844350.0
TEA,1991,area,15845690.0
TEA,1992,area,15845690.0
TEA,1993,area,15845690.0
TEA,1994,area,15845690.0
TEA,1995,area,15845740.0
TEA,1996,area,15845730.0
TEA,1997,area,15845730.0
TEA,1998,area,15845730.0
TEA,1999,area,15845730.0
TEA,2000,area,15831290.0
TEA,2001,area,15831320.2
TEA,2002,area,15830780.2
TEA,2003,area,15830299.7
TEA,2004,area,15830180.5
TEA,2005,area,15830119.8
TEA,2006,area,15830230.0
TEA,2007,area,15830280.0
TEA,2008,area,15830070.0
TEA,2009,area,15830060.5
TEA,2010,area,15830020.7
TEA,2011,area,15830050.9
TEA,2012,area,15829910.9
TEA,2013,area,15829841.3
TEA,2014,area,15829841.3
TEA,2015,area,15833536.8
TEA,2016,area,15899484.9
TEA,2017,area,15899195.2
TEA,2018,area,15899196.9
TEA,2019,area,15899196.9
TEA,2020,area,15899196.9
TEA,2021,area,15899196.9
EMU,1961,area,2678692.0
EMU,1962,area,2678692.0
EMU,1963,area,2678692.0
EMU,1964,area,2678692.0
EMU,1965,area,2678692.0
EMU,1966,area,2678692.0
EMU,1967,area,2678692.0
EMU,1968,area,2678692.0
EMU,1969,area,2678692.0
EMU,1970,area,2678692.0
EMU,1971,area,2678692.0
EMU,1972,area,2678692.0
EMU,1973,area,2678692.0
EMU,1974,area,2678662.0
EMU,1975,area,2678542.0
EMU,1976,area,2678482.0
EMU,1977,area,2678452.0
EMU,1978,area,2678442.0
EMU,1979,area,2678452.0
EMU,1980,area,2678382.0
EMU,1981,area,2678372.0
EMU,1982,area,2678372.0
EMU,1983,area,2678342.0
EMU,1984,area,2678352.0
EMU,1985,area,2678352.0
EMU,1986,area,2678352.0
EMU,1987,area,2678352.0
EMU,1988,area,2678352.0
EMU,1989,area,2678352.0
EMU,1990,area,2678352.0
EMU,1991,area,2678352.0
EMU,1992,area,2678352.0
EMU,1993,area,2678342.0
EMU,1994,area,2678332.0
EMU,1995,area,2678322.0
EMU,1996,area,2678312.0
EMU,1997,area,2678272.0
EMU,1998,area,2678242.0
EMU,1999,area,2678202.0
EMU,2000,area,2677623.0
EMU,2001,area,2677093.0
EMU,2002,area,2677573.0
EMU,2003,area,2678033.0
EMU,2004,area,2677653.0
EMU,2005,area,2677513.0
EMU,2006,area,2676883.0
EMU,2007,area,2676941.0
EMU,2008,area,2676402.2
EMU,2009,area,2676305.8
EMU,2010,area,2677670.2
EMU,2011,area,2677456.0
EMU,2012,area,2677738.7
EMU,2013,area,2679126.2
EMU,2014,area,2679055.6
EMU,2015,area,2678458.2
EMU,2016,area,2678840.6
EMU,2017,area,2678829.05
EMU,2018,area,2682452.479
EMU,2019,area,2682452.479
EMU,2020,area,2682452.479
EMU,2021,area,2682452.479
ECS,1961,area,27391514.027
ECS,1962,area,27391494.027
ECS,1963,area,27391504.027
ECS,1964,area,27391504.027
ECS,1965,area,27391494.027
ECS,1966,area,27391484.027
ECS,1967,area,27391474.027
ECS,1968,area,27391464.027
ECS,1969,area,27391464.027
ECS,1970,area,27391454.027
ECS,1971,area,27391444.027
ECS,1972,area,27391444.027
ECS,1973,area,27391444.027
ECS,1974,area,27391414.027
ECS,1975,area,27391294.027
ECS,1976,area,27391214.027
ECS,1977,area,27391194.027
ECS,1978,area,27391194.027
ECS,1979,area,27391164.027
ECS,1980,area,27391084.027
ECS,1981,area,27391064.027
ECS,1982,area,27391054.027
ECS,1983,area,27391014.027
ECS,1984,area,27391025.027
ECS,1985,area,27391025.027
ECS,1986,area,27391025.027
ECS,1987,area,27391035.027
ECS,1988,area,27391025.027
ECS,1989,area,27390035.027
ECS,1990,area,27390035.027
ECS,1991,area,27390145.027
ECS,1992,area,27390185.027
ECS,1993,area,27386475.027
ECS,1994,area,27381655.027
ECS,1995,area,27378665.027
ECS,1996,area,27378334.027
ECS,1997,area,27447673.027
ECS,1998,area,27450147.027
ECS,1999,area,27456929.027
ECS,2000,area,27448989.027
ECS,2001,area,27447557.027
ECS,2002,area,27446860.027
ECS,2003,area,27447383.027
ECS,2004,area,27447432.027
ECS,2005,area,27447358.027
ECS,2006,area,27443074.027
ECS,2007,area,27442783.027
ECS,2008,area,27441352.227
ECS,2009,area,27442170.827
ECS,2010,area,27443589.227
ECS,2011,area,27443457.027
ECS,2012,area,27438149.727
ECS,2013,area,27439425.187
ECS,2014,area,27439564.627
ECS,2015,area,27454239.957
ECS,2016,area,27454601.387
ECS,2017,area,27454570.067
ECS,2018,area,27447886.686
ECS,2019,area,27447886.686
ECS,2020,area,27447886.686
ECS,2021,area,27447886.686
ECA,1961,area,22639404.0
ECA,1962,area,22639404.0
ECA,1963,area,22639404.0
ECA,1964,area,22639404.0
ECA,1965,area,22639404.0
ECA,1966,area,22639404.0
ECA,1967,area,22639404.0
ECA,1968,area,22639404.0
ECA,1969,area,22639404.0
ECA,1970,area,22639404.0
ECA,1971,area,22639404.0
ECA,1972,area,22639404.0
ECA,1973,area,22639404.0
ECA,1974,area,22639404.0
ECA,1975,area,22639404.0
ECA,1976,area,22639404.0
ECA,1977,area,22639404.0
ECA,1978,area,22639404.0
ECA,1979,area,22639404.0
ECA,1980,area,22639404.0
ECA,1981,area,22639404.0
ECA,1982,area,22639404.0
ECA,1983,area,22639404.0
ECA,1984,area,22639404.0
ECA,1985,area,22639404.0
ECA,1986,area,22639404.0
ECA,1987,area,22639404.0
ECA,1988,area,22639404.0
ECA,1989,area,22638414.0
ECA,1990,area,22638414.0
ECA,1991,area,22638524.0
ECA,1992,area,22638524.0
ECA,1993,area,22634834.0
ECA,1994,area,22630024.0
ECA,1995,area,22627044.0
ECA,1996,area,22626654.0
ECA,1997,area,22627344.0
ECA,1998,area,22629919.0
ECA,1999,area,22636742.0
ECA,2000,area,22629562.0
ECA,2001,area,22628661.0
ECA,2002,area,22627485.0
ECA,2003,area,22627599.0
ECA,2004,area,22627899.0
ECA,2005,area,22627977.0
ECA,2006,area,22624344.0
ECA,2007,area,22623996.0
ECA,2008,area,22623124.0
ECA,2009,area,22623139.0
ECA,2010,area,22623203.0
ECA,2011,area,22623335.0
ECA,2012,area,22623195.0
ECA,2013,area,22623224.0
ECA,2014,area,22622139.0
ECA,2015,area,22637339.0
ECA,2016,area,22637353.0
ECA,2017,area,22637366.0
ECA,2018,area,22626524.3
ECA,2019,area,22626524.3
ECA,2020,area,22626524.3
ECA,2021,area,22626524.3
TEC,1961,area,23001604.0
TEC,1962,area,23001604.0
TEC,1963,area,23001604.0
TEC,1964,area,23001604.0
TEC,1965,area,23001604.0
TEC,1966,area,23001604.0
TEC,1967,area,23001604.0
TEC,1968,area,23001604.0
TEC,1969,area,23001604.0
TEC,1970,area,23001604.0
TEC,1971,area,23001604.0
TEC,1972,area,23001604.0
TEC,1973,area,23001604.0
TEC,1974,area,23001604.0
TEC,1975,area,23001604.0
TEC,1976,area,23001604.0
TEC,1977,area,23001604.0
TEC,1978,area,23001604.0
TEC,1979,area,23001604.0
TEC,1980,area,23001604.0
TEC,1981,area,23001604.0
TEC,1982,area,23001604.0
TEC,1983,area,23001604.0
TEC,1984,area,23001604.0
TEC,1985,area,23001604.0
TEC,1986,area,23001604.0
TEC,1987,area,23001604.0
TEC,1988,area,23001604.0
TEC,1989,area,23000614.0
TEC,1990,area,23000614.0
TEC,1991,area,23000724.0
TEC,1992,area,23000724.0
TEC,1993,area,22997034.0
TEC,1994,area,22992224.0
TEC,1995,area,22989244.0
TEC,1996,area,22988924.0
TEC,1997,area,22989614.0
TEC,1998,area,22992119.0
TEC,1999,area,22998942.0
TEC,2000,area,22991762.0
TEC,2001,area,22990861.0
TEC,2002,area,22989685.0
TEC,2003,area,22989749.0
TEC,2004,area,22990189.0
TEC,2005,area,22990267.0
TEC,2006,area,22986624.0
TEC,2007,area,22986276.0
TEC,2008,area,22985384.0
TEC,2009,area,22985379.0
TEC,2010,area,22985443.0
TEC,2011,area,22985525.0
TEC,2012,area,22985375.0
TEC,2013,area,22985394.0
TEC,2014,area,22984919.0
TEC,2015,area,23000119.0
TEC,2016,area,23000133.0
TEC,2017,area,23000146.0
TEC,2018,area,22989284.3
TEC,2019,area,22989284.3
TEC,2020,area,22989284.3
TEC,2021,area,22989284.3
EUU,1961,area,4001882.0
EUU,1962,area,4001862.0
EUU,1963,area,4001872.0
EUU,1964,area,4001872.0
EUU,1965,area,4001862.0
EUU,1966,area,4001852.0
EUU,1967,area,4001842.0
EUU,1968,area,4001832.0
EUU,1969,area,4001832.0
EUU,1970,area,4001822.0
EUU,1971,area,4001812.0
EUU,1972,area,4001812.0
EUU,1973,area,4001812.0
EUU,1974,area,4001782.0
EUU,1975,area,4001662.0
EUU,1976,area,4001582.0
EUU,1977,area,4001562.0
EUU,1978,area,4001562.0
EUU,1979,area,4001532.0
EUU,1980,area,4001452.0
EUU,1981,area,4001432.0
EUU,1982,area,4001422.0
EUU,1983,area,4001382.0
EUU,1984,area,4001392.0
EUU,1985,area,4001392.0
EUU,1986,area,4001392.0
EUU,1987,area,4001402.0
EUU,1988,area,4001392.0
EUU,1989,area,4000402.0
EUU,1990,area,4000402.0
EUU,1991,area,4000512.0
EUU,1992,area,4000552.0
EUU,1993,area,4000532.0
EUU,1994,area,4000572.0
EUU,1995,area,4000542.0
EUU,1996,area,4000632.0
EUU,1997,area,4000542.0
EUU,1998,area,4000502.0
EUU,1999,area,4000472.0
EUU,2000,area,3999823.0
EUU,2001,area,3999293.0
EUU,2002,area,3998103.0
EUU,2003,area,3998563.0
EUU,2004,area,3998353.0
EUU,2005,area,3998063.0
EUU,2006,area,3997403.0
EUU,2007,area,3997351.0
EUU,2008,area,3996802.2
EUU,2009,area,3997715.8
EUU,2010,area,3999060.2
EUU,2011,area,3998916.0
EUU,2012,area,3993598.7
EUU,2013,area,3994976.2
EUU,2014,area,3996265.6
EUU,2015,area,3995658.2
EUU,2016,area,3996050.6
EUU,2017,area,3996029.05
EUU,2018,area,3999622.479
EUU,2019,area,3999622.479
EUU,2020,area,3999622.479
EUU,2021,area,3999622.479
FCS,1961,area,19935138.271
FCS,1962,area,19935138.271
FCS,1963,area,19935138.271
FCS,1964,area,19935138.271
FCS,1965,area,19935138.271
FCS,1966,area,19935138.271
FCS,1967,area,19935138.271
FCS,1968,area,19935138.271
FCS,1969,area,19935138.271
FCS,1970,area,19935138.271
FCS,1971,area,19935138.271
FCS,1972,area,19935138.271
FCS,1973,area,19935138.271
FCS,1974,area,19934738.271
FCS,1975,area,19934338.271
FCS,1976,area,19934338.271
FCS,1977,area,19934338.271
FCS,1978,area,19934338.271
FCS,1979,area,19934338.271
FCS,1980,area,19934338.271
FCS,1981,area,19934338.271
FCS,1982,area,19934338.271
FCS,1983,area,19934338.271
FCS,1984,area,19934338.271
FCS,1985,area,19934338.271
FCS,1986,area,19934338.271
FCS,1987,area,19934338.271
FCS,1988,area,19934338.271
FCS,1989,area,19934338.271
FCS,1990,area,19934338.271
FCS,1991,area,19935218.271
FCS,1992,area,19935218.271
FCS,1993,area,19834218.271
FCS,1994,area,19834218.271
FCS,1995,area,19834218.271
FCS,1996,area,19834218.271
FCS,1997,area,19834218.271
FCS,1998,area,19834093.271
FCS,1999,area,19833706.271
FCS,2000,area,19833606.271
FCS,2001,area,19833605.271
FCS,2002,area,19833619.271
FCS,2003,area,19833463.271
FCS,2004,area,19962607.599
FCS,2005,area,19962589.048
FCS,2006,area,19962732.615
FCS,2007,area,19962757.567
FCS,2008,area,19962530.327
FCS,2009,area,19959464.254
FCS,2010,area,19959430.65
FCS,2011,area,19959417.359
FCS,2012,area,19959278.97
FCS,2013,area,19959018.332
FCS,2014,area,19958990.678
FCS,2015,area,19959040.338
FCS,2016,area,19958955.342
FCS,2017,area,19958631.032
FCS,2018,area,19947735.228
FCS,2019,area,19947735.228
FCS,2020,area,19947735.228
FCS,2021,area,19947735.228
HPC,1961,area,19960834.271
HPC,1962,area,19960834.271
HPC,1963,area,19960834.271
HPC,1964,area,19960834.271
HPC,1965,area,19960834.271
HPC,1966,area,19960834.271
HPC,1967,area,19960834.271
HPC,1968,area,19960834.271
HPC,1969,area,19960834.271
HPC,1970,area,19960834.271
HPC,1971,area,19960834.271
HPC,1972,area,19960834.271
HPC,1973,area,19960834.271
HPC,1974,area,19960434.271
HPC,1975,area,19960174.271
HPC,1976,area,19960174.271
HPC,1977,area,19960174.271
HPC,1978,area,19960174.271
HPC,1979,area,19960174.271
HPC,1980,area,19960174.271
